genus_name,mean_diam,median_diam,sd_diam,range_diam
ACER,26.953622410875294,20.32,22.256151900214128,0.635
ACER,26.953622410875294,20.32,22.256151900214128,805.1800000000001
PYRUS,11.641169520394442,10.16,5.718734500149149,0.635
PYRUS,11.641169520394442,10.16,5.718734500149149,96.52
STYRAX,10.45541646039604,7.62,27.50583273023613,1.27
STYRAX,10.45541646039604,7.62,27.50583273023613,1104.9
